topic,likes,comments,reposts
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
陈飞宇星光泡泡大片,225,60,55
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
杨超越说礼服像想开了,4569,318,155
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
小鹅在现场,332414,18959,53623
腾讯视频星光大赏,17899286,285614,847256
星光大赏红毯,807157,41277,122808
江疏影我太冷了我先走了,553,219,176
江疏影我是来看帅哥的,550,218,176
小鹅在现场,332414,18959,53623
doki人气舞台,492520,27570,23324
白玦甜吗表情包,1920,215,269
白玦女孩不认输,1920,215,269
小鹅在现场,332414,18959,53623
doki人气舞台,492520,27570,23324
大秦赋,2079,3380,290
大秦花絮,378,684,38
大秦小报,203,98,16
小鹅在现场,332414,18959,53623
doki人气舞台,492520,27570,23324
小鹅在现场,332414,18959,53623
doki人气舞台,492520,27570,23324
董子健彩虹屁藏头诗,14,0,0
大江大河2,24623,6502,7783
小鹅在现场,332414,18959,53623
doki人气舞台,492520,27570,23324
小鹅在现场,332414,18959,53623
doki人气舞台,492520,27570,23324
丁程鑫即兴表演酒醉的蝴蝶,7189,726,1052
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
大江大河2,24623,6502,7783
大江大河2今日开播,296,113,168
大秦赋,2079,3380,290
大秦花絮,378,684,38
大秦小报,203,98,16
小鹅在现场,332414,18959,53623
doki人气舞台,492520,27570,23324
大江大河2今日开播,296,113,168
大江大河2,24623,6502,7783
杨烁吐血妆直播,12,2,1
大江大河2,24623,6502,7783
大江大河2今日开播,296,113,168
大江大河2,24623,6502,7783
大江大河2今日开播,296,113,168
腾讯视频星光大赏,17899286,285614,847256
星光大赏名场面,2669615,17779,59575
腾讯视频星光大赏,17899286,285614,847256
星光大赏阵容,5472858,51953,150997
大江大河2,24623,6502,7783
大江大河2今日开播,296,113,168
林栋甫,224,87,58
苏小明,224,87,58
大江大河2,24623,6502,7783
大江大河2今日开播,296,113,168
林栋甫,224,87,58
苏小明,224,87,58
小鹅在现场,332414,18959,53623
剧多福利,64120,29594,44061
大秦赋,2079,3380,290
大秦花絮,378,684,38
大秦小报,203,98,16
电视剧黑白禁区,795,222,112
黑白禁区,1686,390,199
谢允小表情,5209,1099,662
大秦赋,2079,3380,290
狼殿下,115434,30801,40358
大江大河2,24623,6502,7783
大江大河2定档1220,1296,542,233
小风暴之时间的玫瑰,56777,8408,7114
百岁之好一言为定,22520,3223,2108
百岁之好高甜花絮,86,28,8
大秦赋,2079,3380,290
大秦花絮,378,684,38
大秦小报,203,98,16
腾讯视频2020年度指数报告,36063,1368,479
鹅娘年度指数,43583,4775,705
年度名场面回顾,353,185,4
杨洋u1s1,13612,2613,6680
杨洋瞎编你是我的荣耀主题曲,13612,2613,6680
百岁之好一言为定,22520,3223,2108
百岁之好高甜花絮,86,28,8
只为那一刻与你相见大结局,14,8,1
鹅娘年度指数,43583,4775,705
小风暴之时间的玫瑰,56777,8408,7114
有翡片头曲逐浪MV,473,102,52
尚雯婕 有翡片头曲,473,102,52
电视剧有翡,393458,54881,81801
大江大河2,24623,6502,7783
大江大河2定档1220,1296,542,233
大秦赋,2079,3380,290
大秦花絮,378,684,38
大秦小报,203,98,16
小风暴之时间的玫瑰,56777,8408,7114
鹅娘年度指数,43583,4775,705
大秦赋,2079,3380,290
张鲁一嬴政我太难了,24,10,9
大秦赋,2079,3380,290
狼殿下,115434,30801,40358
电视剧有翡,393458,54881,81801
七尺身高五尺腿,16441,1893,4764
周冬雨上古剧照,647,130,84
大秦赋,2079,3380,290
大秦花絮,378,684,38
大秦小报,203,98,16
百岁之好一言为定,22520,3223,2108
百岁之好一言为定,22520,3223,2108
杨幂星光大赏采访,577,149,74
杨幂歌单好老,577,149,74
谢允干饭人,2397,445,332
周翡很难撩,2045,301,286
周翡谢允拿反剧本,1652,281,278
只为那一刻与你相见,87,34,9
电视剧这就是生活,727,187,78
鹅娘年度指数,43583,4775,705
李易峰出道十三周年,3733,880,1505
百岁之好一言为定,22520,3223,2108
鹅娘年度指数,43583,4775,705
一句话证明你看过大江大河,398,60,36
大江大河2定档1220,1296,542,233
网剧焕脸,11,4,1
电视剧有翡,393458,54881,81801
有翡人物关系剧照,570,153,24
电视剧有翡,393458,54881,81801
潜梦追凶,100,63,10
关探长皆可CP,21,4,3
小风暴之时间的玫瑰,56777,8408,7114
小风暴之时间的玫瑰,56777,8408,7114
大江大河2定档1220,1296,542,233
大江大河2,24623,6502,7783
淦天雷委屈,41,12,1
电视剧黑白禁区,795,222,112
百岁之好一言为定,22520,3223,2108
电视剧有翡,393458,54881,81801
谢允起范儿了,717,151,50
小风暴之时间的玫瑰,56777,8408,7114
乔欣我的脑子败给了眼睛,252,23,5
周翡我恨你像个木头,550,198,178
谢允给周翡买糖,550,198,178
浪漫粉碎机周翡,550,198,178
周翡怼谢允,5039,1476,218
谢允小表情,5209,1099,662
谢允公主抱周翡,3023,697,162
百岁之好一言为定,22520,3223,2108
李斯段位太高了,10,7,0
大秦赋,2079,3380,290
大秦赋,2079,3380,290
狼殿下,115434,30801,40358
狼殿下,115434,30801,40358
潜梦追凶,100,63,10
潜梦追凶太刺激了,16,5,0
大秦赋,2079,3380,290
大秦花絮,378,684,38
大秦花絮,378,684,38
杨紫星光大赏采访,17503,3999,2654
杨紫错说酒醉的蝴蝶,17503,3999,2654
电视剧有翡,393458,54881,81801
百岁之好一言为定,22520,3223,2108
电视剧有翡,393458,54881,81801
只为那一刻与你相见,87,34,9
小风暴之时间的玫瑰,56777,8408,7114
有翡主题曲无华mv,17626,2025,2303
张靓颖刘宇宁无华mv,17626,2025,2303
任敏1217生日快乐,118,114,17
电视剧这就是生活,727,187,78
小风暴之时间的玫瑰,56777,8408,7114
今夕何夕,6660,1165,811
百岁之好，一言为定,3318,648,212
周翡男友力,678,88,18
大江大河2,24623,6502,7783
大江大河2定档1220,1296,542,233
林栋甫,224,87,58
苏小明,224,87,58
大江大河2定档1220,1296,542,233
大江大河2,24623,6502,7783
大江大河2定档1220,1296,542,233
林栋甫,224,87,58
苏小明,224,87,58
大江大河2,24623,6502,7783
今夕何夕,6660,1165,811
电视剧乔家的儿女,1475,226,79
电视剧黑白禁区,795,222,112
狼殿下,115434,30801,40358
百岁之好一言为定,22520,3223,2108
大秦赋,2079,3380,290
大秦花絮,378,684,38
百岁之好一言为定,22520,3223,2108
林沃反套路拒绝,273,38,11
林沃定力好强,116,18,3
电视剧有翡,393458,54881,81801
百岁之好一言为定,22520,3223,2108
黑白禁区开播,88,40,17
电视剧黑白禁区,795,222,112
小风暴之时间的玫瑰,56777,8408,7114
林沃反套路拒绝,273,38,11
百岁之好一言为定,22520,3223,2108
周翡和我回四十八寨吧,628,230,229
周翡祖传海王基因,628,230,229
电视剧有翡,393458,54881,81801
百岁之好一言为定,22520,3223,2108
百岁之好一言为定,22520,3223,2108
电视剧黑白禁区,795,222,112
黑白禁区开播,88,40,17
大秦赋,2079,3380,290
电视剧有翡,393458,54881,81801
谢允偷偷画周翡,799,215,46
大秦赋,2079,3380,290
吕不韦离职,16,10,0
王超,9,5,0
吕不韦离职,16,10,0
大秦赋,2079,3380,290
大秦赋,2079,3380,290
大江大河2,24623,6502,7783
小风暴之时间的玫瑰,56777,8408,7114
胡一天乔欣亲出声,1109,94,51
小风暴之时间的玫瑰,56777,8408,7114
小风暴之时间的玫瑰,56777,8408,7114
大秦赋,2079,3380,290
大秦花絮,378,684,38
大秦小报,203,98,16
乔欣在胡一天掌心洗手,147,19,4
大秦赋,2079,3380,290
小风暴,58305,8787,7317
电视剧有翡,393458,54881,81801
百岁之好一言为定,22520,3223,2108
王安宇好适合寸头,340,118,65
电视剧有翡,393458,54881,81801
电视剧黑白禁区,795,222,112
黑白禁区开播,88,40,17
有翡,817467,112220,159223
有翡起名大赛,23981,3288,2692
电视剧说英雄谁是英雄,158783,3398,9582
小风暴之时间的玫瑰,56777,8408,7114
胡一天乔欣亲出声,1109,94,51
电视剧黑白禁区,795,222,112
黑白禁区开播,88,40,17
张公案预告,86,39,61
电视剧张公案,2208,223,140
井柏然古装扮相,340,103,98
宋威龙好可爱,720,134,129
张公案官宣,254,64,37
电视剧张公案,2208,223,140
井柏然古装扮相,340,103,98
宋威龙好可爱,720,134,129
大江大河2,24623,6502,7783
周深大江大河2主题曲,66,15,8
周翡谢允一栗定情,517,99,39
赵丽颖打戏,3045,608,397
周翡不好惹,506,82,63
小风暴之时间的玫瑰,56777,8408,7114
有翡OST,9357,706,221
有翡开播,16624,3567,2904
电视剧黑白禁区,795,222,112
电视剧你是我的荣耀,206325,6091,6722
你是我的荣耀剧照,41577,940,871
电视剧你是我的荣耀,206325,6091,6722
你是我的荣耀剧照,41577,940,871
有翡,817467,112220,159223
有翡,817467,112220,159223
谢允话痨,1750,270,301
电视剧有翡,393458,54881,81801
嘴强王者周翡,1750,270,301
周翡刀断了,134,20,4
赵丽颖打戏,3045,608,397
周翡是耍大刀的,134,20,4
周翡谢允初遇,1671,428,204
周翡谢允初遇,1671,428,204
电视剧有翡,393458,54881,81801
周翡谢允初遇,1671,428,204
电视剧有翡,393458,54881,81801
有翡,817467,112220,159223
有翡开播,16624,3567,2904
有翡开播,16624,3567,2904
有翡全员逐浪海报,2605,554,286
电视剧有翡,393458,54881,81801
有翡开播,16624,3567,2904
有翡开播,16624,3567,2904
有翡,817467,112220,159223
有翡开播,16624,3567,2904
有翡,817467,112220,159223
有翡开播,16624,3567,2904
有翡定档,127065,15581,24972
潜梦追凶,100,63,10
袁不解房子塌了,31,46,4
潜梦追凶,100,63,10
袁不解房子塌了,31,46,4
百岁之好一言为定,22520,3223,2108
百岁之好一言为定,22520,3223,2108
贴创可贴的新方式,26,12,4
大秦赋,2079,3380,290
嫪毐终于领盒饭了,15,15,1
赵姬嬴政决裂,15,15,1
大秦赋,2079,3380,290
张鲁一段奕宏君臣battle,14,7,1
大秦赋,2079,3380,290
小风暴之时间的玫瑰,56777,8408,7114
窦骁1215生日快乐,531,209,1187
大秦赋,2079,3380,290
大秦花絮,378,684,38
有翡定档,127065,15581,24972
有翡定档,127065,15581,24972
有翡定档,127065,15581,24972
有翡定档,127065,15581,24972
有翡定档,127065,15581,24972
有翡定档,127065,15581,24972
有翡定档,127065,15581,24972
有翡窥见天光预告,12484,1963,1889
大秦赋,2079,3380,290
小风暴之时间的玫瑰,56777,8408,7114
百岁之好一言为定,22520,3223,2108
误入有翡花絮,5632,1528,1197
电视剧有翡,393458,54881,81801
国子监来了个女弟子杀青,2658,475,40
管一鹤叶小白端水,37,14,5
电视剧这就是生活,727,187,78
只为那一刻与你相见,87,34,9
胡一天片场给乔欣占卜,463,52,29
乔欣采访像在说脱口秀,463,52,29
鹅剧有料,2962,363,266
今夕何夕,6660,1165,811
小风暴之时间的玫瑰,56777,8408,7114
黑白禁区定档,181,45,37
电视剧黑白禁区,795,222,112
国子监来了个女弟子杀青,2658,475,40
2020doki人气舞台,352337,15418,12498
一不小心喵上你,1000,164,48
百岁之好一言为定,22520,3223,2108
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
国子监来了个女弟子杀青,2658,475,40
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
腾讯视频星光日,2278495,64492,57049
2020doki人气舞台,352337,15418,12498
星光大赏官宣1220,576627,10437,3677
腾讯视频星光大赏,17899286,285614,847256
黑白禁区定档,181,45,37
电视剧黑白禁区,795,222,112
腾讯视频星光日,2278495,64492,57049
腾讯视频星光大赏,17899286,285614,847256
百岁之好一言为定开播,11287,279,53
大秦赋,2079,3380,290
嫪毐之乱,76,112,10
大秦赋,2079,3380,290
今夕何夕,6660,1165,811
百岁之好一言为定开播,11287,279,53
小风暴之时间的玫瑰,56777,8408,7114
百岁之好一言为定开播,11287,279,53
大秦文综天团,12,6,0
大秦赋,2079,3380,290
百岁之好一言为定开播,11287,279,53
大秦赋披荆斩棘的叔叔,9,9,0
大秦赋,2079,3380,290
大秦赋,2079,3380,290
百岁之好一言为定开播,11287,279,53
剧多福利,64120,29594,44061
网剧好想和你在一起,241,84,18
大秦赋,2079,3380,290
李斯小嘴叭叭的,19,11,2
电视剧黑白禁区,795,222,112
电视剧黑白禁区,795,222,112
情深缘起,64,30,3
电视剧情深缘起,64,30,3
百岁之好一言为定开播,11287,279,53
百岁之好一言为定开播,11287,279,53
电视剧这就是生活,727,187,78
小风暴之时间的玫瑰,56777,8408,7114
只为那一刻与你相见,87,34,9
电视剧这就是生活,727,187,78
今夕何夕,6660,1165,811
电视剧有翡,393458,54881,81801
有翡打戏剧照,2420,500,223
百岁之好一言为定,22520,3223,2108
小风暴之时间的玫瑰,56777,8408,7114
百岁之好一言为定开播,11287,279,53
三体杀青,44,30,25
陈瑾,39,29,24
百岁之好一言为定开播,11287,279,53
有翡武术特辑,4937,906,742
电视剧有翡,393458,54881,81801
鹅家有独家,36597,3116,403
大秦赋,2079,3380,290
嫪毐之乱,76,112,10
赵姬的秘密,63,72,8
嬴政塌房,212,617,37
百岁之好一言为定,22520,3223,2108
嬴政塌房,212,617,37
大秦赋,2079,3380,290
嬴政塌房,212,617,37
大秦赋,2079,3380,290
大秦赋,2079,3380,290
狼殿下,115434,30801,40358
情深缘起,64,30,3
电视剧情深缘起,64,30,3
电视剧这就是生活,727,187,78
小风暴之时间的玫瑰,56777,8408,7114
该出戏了,395,50,22
大秦赋,2079,3380,290
小风暴之时间的玫瑰,56777,8408,7114
狼殿下,115434,30801,40358
四六级考试加油包,1191,71,28
爱的厘米,11,6,1
电视剧黑白禁区,795,222,112
小风暴之时间的玫瑰,56777,8408,7114
只为那一刻与你相见,87,34,9
情深缘起,64,30,3
电视剧情深缘起,64,30,3
a咖同款挖掘机,1461,308,197
让你C位出道的滑雪装备,2,2,0
a咖同款挖掘机,1461,308,197
杨幂陈伟霆的保暖秘籍公开,2,1,0
a咖同款挖掘机,1461,308,197
冬季百搭短靴,3,0,0
为孙艺珍欧尼选婚纱,3,8,0
a咖同款挖掘机,1461,308,197
a咖同款挖掘机,1461,308,197
刘雨昕钟爱的豹纹Style,5,0,1
a咖同款挖掘机,1461,308,197
周洁琼的前世今生,4,0,1
a咖同款挖掘机,1461,308,197
8090年代复古穿搭,613,108,114
a咖同款挖掘机,1461,308,197
a咖同款挖掘机,1461,308,197
a咖同款挖掘机,1461,308,197
2021，你“灰黄”了吗？,8,5,2
王菊赛博朋克造型,107,102,21
王菊roller coaster好辣,107,102,21
A咖时尚早知道,1028,478,320
A咖时尚早知道,1028,478,320
王祖蓝我和我的祖国,414,317,249
A咖时尚早知道,1028,478,320
a咖同款挖掘机,1461,308,197
A咖同款挖掘机,13,0,2
a咖同款挖掘机,1461,308,197
再见2020,20255,3079,6367
杨超越的短裙,130,22,7
a咖同款挖掘机,1461,308,197
A咖星推荐,34616,6824,8842
戚薇是个马甲控,228,119,57
a咖同款挖掘机,1461,308,197
A咖星推荐,34616,6824,8842
